ID,Name,Age,Height,Weight,Gender,Income,Scores
39,Person_4_39,40,166.7,69.7,Female,33196.0,55.0
40,Person_4_40,30,193.3,73.9,Male,88609.0,
41,Person_4_41,50,179.6,63.8,Male,64995.0,52.0
42,Person_4_42,51,169.9,65.1,Male,65909.0,75.0
43,Person_4_43,25,191.3,87.6,Male,97021.0,94.0
44,Person_4_44,56,199.5,93.8,Male,60694.0,64.0
45,Person_4_45,29,191.4,91.1,Male,81657.0,69.0
46,Person_4_46,54,195.7,80.0,Female,,72.0
47,Person_4_47,56,189.2,80.0,Male,40397.0,93.0
48,Person_4_48,62,165.0,79.5,Female,41018.0,54.0
49,Person_4_49,59,187.5,52.6,Male,25734.0,69.0
50,Person_4_50,42,179.5,63.1,Female,85399.0,62.0
51,Person_4_51,57,192.7,88.5,Female,53106.0,79.0
52,Person_4_52,45,177.4,99.0,Male,57918.0,94.0
53,Person_4_53,58,177.2,83.9,Male,94856.0,50.0
54,Person_4_54,46,177.3,89.2,Male,81411.0,73.0
55,Person_4_55,41,153.9,55.5,Male,90184.0,81.0
56,Person_4_56,27,173.7,61.5,Female,38472.0,75.0
57,Person_4_57,23,167.5,85.8,Male,76360.0,60.0
58,Person_4_58,69,152.8,94.5,Male,64071.0,80.0
59,Person_4_59,25,185.0,72.8,Male,82976.0,83.0
60,Person_4_60,40,185.5,71.3,Female,54209.0,
61,Person_4_61,61,168.5,55.0,Female,27878.0,63.0
62,Person_4_62,21,161.4,59.1,Male,86036.0,59.0
63,Person_4_63,56,166.0,89.7,Male,80305.0,68.0
64,Person_4_64,49,178.0,83.9,Female,80791.0,69.0
65,Person_4_65,60,156.4,60.6,Female,97382.0,88.0
66,Person_4_66,32,182.9,53.7,Female,24165.0,62.0
67,Person_4_67,33,166.8,63.9,Male,50914.0,88.0
68,Person_4_68,50,165.7,88.4,Female,46549.0,95.0
69,Person_4_69,42,171.6,97.0,Female,35034.0,74.0
70,Person_4_70,49,163.3,99.0,Female,88789.0,67.0
71,Person_4_71,55,153.9,51.4,Male,66810.0,63.0
72,Person_4_72,68,171.9,92.4,Male,68281.0,99.0
73,Person_4_73,28,168.0,81.4,Female,48147.0,71.0
74,Person_4_74,43,157.9,53.6,Male,48997.0,62.0
75,Person_4_75,67,171.5,93.7,Female,30631.0,67.0
76,Person_4_76,60,168.8,95.1,Female,72631.0,
77,Person_4_77,23,196.7,50.2,Male,86789.0,71.0
78,Person_4_78,53,192.8,74.3,Male,56068.0,61.0
79,Person_4_79,45,194.1,80.6,Male,25331.0,70.0
80,Person_4_80,24,182.6,50.8,Male,50851.0,65.0
81,Person_4_81,33,187.6,91.2,Male,33548.0,
82,Person_4_82,21,160.1,73.7,Male,86651.0,52.0
83,Person_4_83,24,165.4,65.8,Female,23556.0,60.0
84,Person_4_84,21,174.9,57.5,Male,47919.0,93.0
85,Person_4_85,40,168.2,70.3,Female,64067.0,
86,Person_4_86,59,188.8,53.0,Male,34729.0,70.0
87,Person_4_87,42,190.2,61.8,Male,59685.0,85.0
88,Person_4_88,29,155.4,85.5,Female,59264.0,69.0
89,Person_4_89,68,167.0,84.1,Female,49607.0,73.0
90,Person_4_90,28,167.5,67.5,Female,32756.0,61.0
91,Person_4_91,64,194.4,97.3,Male,49389.0,55.0
92,Person_4_92,39,191.0,58.5,Female,76489.0,
93,Person_4_93,49,150.6,90.4,Male,59305.0,96.0
94,Person_4_94,26,179.4,55.6,Female,40951.0,98.0
95,Person_4_95,22,186.8,78.0,Male,24629.0,52.0
96,Person_4_96,67,197.2,99.8,Female,98498.0,80.0
97,Person_4_97,50,177.2,79.8,Male,67958.0,51.0
98,Person_4_98,29,194.0,55.9,Female,94707.0,79.0
99,Person_4_99,56,198.5,75.0,Male,90977.0,93.0
100,Person_4_100,65,158.5,96.1,Female,34364.0,95.0
