ID,Name,Age,Height,Weight,Gender,Income,Scores
41,Person_9_41,39,184.0,83.6,Male,50328.0,97.0
42,Person_9_42,51,192.6,65.7,Male,,57.0
43,Person_9_43,37,150.7,91.7,Female,,93.0
44,Person_9_44,20,195.4,95.0,Female,46092.0,
45,Person_9_45,37,181.9,90.5,Female,33825.0,
46,Person_9_46,46,159.5,64.5,Male,31759.0,57.0
47,Person_9_47,32,165.6,51.0,Male,70728.0,96.0
48,Person_9_48,30,177.4,83.4,Female,,96.0
49,Person_9_49,69,189.1,77.0,Male,74429.0,96.0
50,Person_9_50,49,165.5,85.5,Male,46272.0,53.0
51,Person_9_51,65,150.9,87.0,Male,95170.0,76.0
52,Person_9_52,23,158.4,69.8,Male,68805.0,76.0
53,Person_9_53,37,167.1,69.1,Female,30200.0,78.0
54,Person_9_54,32,158.6,62.4,Male,46151.0,68.0
55,Person_9_55,33,163.9,72.3,Female,76712.0,78.0
56,Person_9_56,66,183.7,69.0,Male,58933.0,51.0
57,Person_9_57,41,164.0,74.1,Female,62716.0,76.0
58,Person_9_58,61,158.2,53.4,Male,,91.0
59,Person_9_59,42,154.0,91.2,Male,68012.0,60.0
60,Person_9_60,40,180.2,91.1,Female,46721.0,56.0
61,Person_9_61,39,196.1,79.3,Male,20365.0,56.0
62,Person_9_62,54,150.4,86.6,Female,,81.0
63,Person_9_63,49,198.1,59.5,Male,43266.0,69.0
64,Person_9_64,33,195.0,84.1,Female,,75.0
65,Person_9_65,42,175.7,88.0,Female,23972.0,81.0
66,Person_9_66,60,189.5,50.3,Male,72941.0,66.0
67,Person_9_67,21,162.8,96.7,Male,32785.0,89.0
68,Person_9_68,46,159.0,67.7,Female,,62.0
69,Person_9_69,41,196.5,95.4,Female,98000.0,56.0
70,Person_9_70,36,192.1,50.6,Female,78334.0,56.0
71,Person_9_71,62,159.0,86.9,Female,77378.0,86.0
72,Person_9_72,31,187.3,67.8,Female,73114.0,86.0
73,Person_9_73,24,185.8,69.3,Female,52246.0,58.0
74,Person_9_74,47,155.7,78.0,Female,21704.0,96.0
75,Person_9_75,60,199.2,55.5,Female,88885.0,
76,Person_9_76,43,180.2,62.8,Male,95006.0,89.0
77,Person_9_77,54,186.4,87.8,Female,93376.0,
78,Person_9_78,24,184.2,71.7,Male,35295.0,99.0
79,Person_9_79,69,190.9,85.0,Male,74257.0,
80,Person_9_80,20,152.3,69.6,Female,66950.0,88.0
81,Person_9_81,40,168.3,62.4,Male,26908.0,67.0
82,Person_9_82,64,177.6,75.2,Female,76058.0,61.0
83,Person_9_83,51,167.2,61.5,Female,94616.0,86.0
84,Person_9_84,35,193.6,92.3,Male,25723.0,91.0
85,Person_9_85,57,153.0,91.7,Female,41681.0,54.0
86,Person_9_86,25,171.4,68.0,Female,55468.0,
87,Person_9_87,65,169.6,52.6,Male,,55.0
88,Person_9_88,51,188.2,79.9,Female,55656.0,59.0
89,Person_9_89,19,195.3,67.2,Female,75859.0,51.0
90,Person_9_90,52,152.6,84.6,Female,80968.0,82.0
91,Person_9_91,50,196.1,65.0,Male,74545.0,84.0
92,Person_9_92,33,175.0,78.1,Female,99514.0,92.0
93,Person_9_93,54,175.8,52.1,Male,71773.0,98.0
94,Person_9_94,53,191.2,64.8,Male,37563.0,83.0
95,Person_9_95,29,150.5,64.5,Male,71737.0,88.0
96,Person_9_96,21,173.3,58.7,Male,76796.0,75.0
97,Person_9_97,30,152.4,64.7,Female,54196.0,79.0
98,Person_9_98,30,186.9,59.7,Female,49637.0,96.0
99,Person_9_99,46,157.3,86.0,Female,43084.0,
100,Person_9_100,49,187.7,50.8,Male,49853.0,76.0
