ID,Name,Age,Height,Weight,Gender,Income,Scores
49,Person_7_49,53,158.4,81.4,Male,95065.0,76.0
50,Person_7_50,45,199.6,73.0,Female,32835.0,63.0
51,Person_7_51,46,169.6,79.1,Female,56587.0,94.0
52,Person_7_52,53,189.9,83.2,Female,39459.0,98.0
53,Person_7_53,39,186.1,57.4,Male,,90.0
54,Person_7_54,45,154.4,91.6,Male,53871.0,
55,Person_7_55,28,189.0,53.8,Male,25464.0,59.0
56,Person_7_56,25,171.2,97.3,Female,49215.0,71.0
57,Person_7_57,41,160.1,67.3,Male,90647.0,58.0
58,Person_7_58,26,167.7,51.4,Female,32756.0,88.0
59,Person_7_59,43,171.0,78.4,Male,,99.0
60,Person_7_60,22,161.1,84.1,Male,40572.0,54.0
61,Person_7_61,65,199.2,88.8,Female,53558.0,
62,Person_7_62,43,189.2,69.3,Female,42824.0,60.0
63,Person_7_63,33,191.6,67.7,Male,91404.0,74.0
64,Person_7_64,61,162.4,97.8,Male,59063.0,85.0
65,Person_7_65,36,170.5,85.5,Male,33001.0,56.0
66,Person_7_66,33,190.8,85.3,Male,95246.0,81.0
67,Person_7_67,32,173.0,73.8,Female,94977.0,
68,Person_7_68,47,178.7,75.0,Female,21406.0,98.0
69,Person_7_69,60,195.6,88.7,Female,84321.0,50.0
70,Person_7_70,68,197.4,53.1,Male,58023.0,
71,Person_7_71,68,190.8,53.3,Female,30631.0,71.0
72,Person_7_72,68,175.5,51.8,Female,65924.0,63.0
73,Person_7_73,37,174.9,99.4,Male,23348.0,
74,Person_7_74,52,153.2,71.5,Female,,99.0
75,Person_7_75,57,174.1,76.7,Female,42760.0,98.0
76,Person_7_76,25,169.8,73.6,Female,29852.0,
77,Person_7_77,63,190.8,61.4,Male,21310.0,58.0
78,Person_7_78,27,181.5,79.8,Female,79142.0,77.0
79,Person_7_79,67,171.7,83.6,Male,58309.0,60.0
80,Person_7_80,27,161.3,74.5,Female,67351.0,63.0
81,Person_7_81,33,169.2,95.3,Female,39889.0,77.0
82,Person_7_82,53,183.0,72.2,Female,33886.0,77.0
83,Person_7_83,33,168.7,88.4,Female,55182.0,87.0
84,Person_7_84,66,184.7,99.3,Male,90095.0,90.0
85,Person_7_85,44,181.8,82.1,Female,96503.0,50.0
86,Person_7_86,57,159.8,89.7,Female,43105.0,82.0
87,Person_7_87,64,150.6,60.5,Female,34515.0,58.0
88,Person_7_88,48,168.0,77.0,Male,89293.0,94.0
89,Person_7_89,64,152.6,64.7,Male,61737.0,82.0
90,Person_7_90,42,159.9,77.1,Male,86833.0,73.0
91,Person_7_91,29,152.6,66.5,Male,45974.0,64.0
92,Person_7_92,29,162.1,88.2,Male,57324.0,54.0
93,Person_7_93,38,192.1,71.1,Male,46669.0,56.0
94,Person_7_94,48,158.7,83.5,Male,85780.0,93.0
95,Person_7_95,48,197.9,56.7,Male,92113.0,62.0
96,Person_7_96,66,180.3,91.9,Female,25949.0,87.0
97,Person_7_97,50,177.0,88.2,Female,43264.0,62.0
98,Person_7_98,68,175.8,89.3,Male,83390.0,62.0
99,Person_7_99,40,175.1,85.5,Female,71921.0,74.0
100,Person_7_100,42,183.3,78.9,Female,32534.0,76.0
