ID,Name,Age,Height,Weight,Gender,Income,Scores
48,Person_6_48,57,175.2,65.0,Female,30056.0,59.0
49,Person_6_49,48,158.9,92.5,Male,76377.0,
50,Person_6_50,49,168.3,87.1,Female,66668.0,69.0
51,Person_6_51,39,197.3,67.4,Female,70186.0,75.0
52,Person_6_52,39,199.1,81.3,Female,73695.0,86.0
53,Person_6_53,40,150.6,69.8,Female,,53.0
54,Person_6_54,68,173.1,97.1,Female,41496.0,78.0
55,Person_6_55,22,171.9,60.5,Female,88761.0,74.0
56,Person_6_56,58,160.6,71.8,Female,99508.0,64.0
57,Person_6_57,19,195.7,63.3,Male,,99.0
58,Person_6_58,24,196.2,65.7,Male,55283.0,77.0
59,Person_6_59,58,187.2,97.9,Female,36041.0,99.0
60,Person_6_60,23,172.7,54.2,Male,86152.0,85.0
61,Person_6_61,30,198.9,58.7,Male,37973.0,54.0
62,Person_6_62,26,153.0,72.6,Female,43225.0,86.0
63,Person_6_63,20,173.7,88.6,Male,69924.0,56.0
64,Person_6_64,65,184.5,64.7,Female,22686.0,51.0
65,Person_6_65,63,170.8,83.7,Male,69875.0,
66,Person_6_66,39,192.0,55.2,Male,28682.0,86.0
67,Person_6_67,51,154.9,85.2,Male,46189.0,90.0
68,Person_6_68,35,183.0,64.9,Female,47364.0,94.0
69,Person_6_69,39,171.9,69.6,Male,31084.0,92.0
70,Person_6_70,58,153.0,61.6,Male,77784.0,79.0
71,Person_6_71,47,186.8,50.0,Female,73345.0,71.0
72,Person_6_72,30,192.0,91.2,Female,95865.0,69.0
73,Person_6_73,65,166.3,98.9,Male,53456.0,97.0
74,Person_6_74,47,191.2,97.9,Male,33031.0,99.0
75,Person_6_75,69,170.5,69.0,Female,,66.0
76,Person_6_76,68,162.9,85.7,Female,75422.0,62.0
77,Person_6_77,53,195.4,52.0,Female,26798.0,51.0
78,Person_6_78,58,187.8,50.9,Female,30369.0,65.0
79,Person_6_79,55,150.0,94.9,Female,43661.0,84.0
80,Person_6_80,50,186.4,78.2,Male,42345.0,90.0
81,Person_6_81,20,174.4,73.3,Male,72691.0,74.0
82,Person_6_82,18,185.8,96.4,Female,41555.0,87.0
83,Person_6_83,60,198.7,63.8,Male,51796.0,87.0
84,Person_6_84,48,154.4,89.0,Male,54551.0,55.0
85,Person_6_85,48,163.3,62.3,Male,,57.0
86,Person_6_86,57,174.4,56.1,Female,29621.0,60.0
87,Person_6_87,19,179.0,95.3,Male,73452.0,64.0
88,Person_6_88,27,186.7,59.4,Male,89305.0,90.0
89,Person_6_89,48,173.6,58.3,Female,59347.0,83.0
90,Person_6_90,23,162.6,77.3,Male,29955.0,80.0
91,Person_6_91,36,166.0,62.5,Male,38812.0,70.0
92,Person_6_92,32,180.6,92.0,Female,64558.0,
93,Person_6_93,46,195.3,94.0,Male,67411.0,74.0
94,Person_6_94,41,194.7,90.5,Male,,60.0
95,Person_6_95,35,151.9,58.0,Female,67806.0,70.0
96,Person_6_96,22,176.8,92.7,Female,92578.0,77.0
97,Person_6_97,33,152.0,83.2,Male,42059.0,55.0
98,Person_6_98,65,158.9,63.0,Male,92303.0,52.0
99,Person_6_99,68,194.2,65.8,Female,,
100,Person_6_100,65,174.9,91.8,Male,81642.0,82.0
